Município;Dose;Total Doses Aplicadas
ZACARIAS;UNICA;69
VOTUPORANGA;UNICA;2314
VOTORANTIM;UNICA;3252
VITÓRIA BRASIL;UNICA;37
VISTA ALEGRE DO ALTO;UNICA;254
VIRADOURO;UNICA;457
VINHEDO;UNICA;2286
VERA CRUZ;UNICA;181
VÁRZEA PAULISTA;UNICA;3590
VARGEM GRANDE PAULISTA;UNICA;1343
VARGEM GRANDE DO SUL;UNICA;1018
VARGEM;UNICA;261
VALPARAÍSO;UNICA;609
VALINHOS;UNICA;3342
VALENTIM GENTIL;UNICA;405
URUPÊS;UNICA;351
URU;UNICA;26
URÂNIA;UNICA;232
UNIÃO PAULISTA;UNICA;36
UCHOA;UNICA;231
UBIRAJARA;UNICA;104
UBATUBA;UNICA;2140
UBARANA;UNICA;160
TURMALINA;UNICA;23
TURIÚBA;UNICA;39
TUPI PAULISTA;UNICA;325
TUPÃ;UNICA;1383
TUIUTI;UNICA;180
TRÊS FRONTEIRAS;UNICA;134
TREMEMBÉ;UNICA;1222
TRABIJU;UNICA;35
TORRINHA;UNICA;256
TORRE DE PEDRA;UNICA;50
TIMBURI;UNICA;39
TIETÊ;UNICA;1123
TERRA ROXA;UNICA;245
TEODORO SAMPAIO;UNICA;574
TEJUPÁ;UNICA;90
TAUBATÉ;UNICA;7748
TATUÍ;UNICA;3091
TARUMÃ;UNICA;410
TARABAI;UNICA;204
TAQUARIVAÍ;UNICA;122
TAQUARITUBA;UNICA;495
TAQUARITINGA;UNICA;1299
TAQUARAL;UNICA;59
TAPIRATIBA;UNICA;283
TAPIRAÍ;UNICA;151
TANABI;UNICA;625
TAMBAÚ;UNICA;572
TAIÚVA;UNICA;158
TAIAÇU;UNICA;150
TAGUAÍ;UNICA;343
TACIBA;UNICA;156
TABOÃO DA SERRA;UNICA;7654
TABATINGA;UNICA;520
TABAPUÃ;UNICA;268
SUZANO;UNICA;7560
SUZANÁPOLIS;UNICA;65
SUMARÉ;UNICA;7988
SUD MENNUCCI;UNICA;196
SOROCABA;UNICA;15861
SOCORRO;UNICA;983
SILVEIRAS;UNICA;162
SEVERÍNIA;UNICA;509
SETE BARRAS;UNICA;258
SERTÃOZINHO;UNICA;3543
SERRA NEGRA;UNICA;637
SERRA AZUL;UNICA;156
SEBASTIANÓPOLIS DO SUL;UNICA;82
SARUTAIÁ;UNICA;66
SARAPUÍ;UNICA;261
SÃO VICENTE;UNICA;7583
SÃO SIMÃO;UNICA;355
SÃO SEBASTIÃO DA GRAMA;UNICA;295
SÃO SEBASTIÃO;UNICA;2349
SÃO ROQUE;UNICA;2034
SÃO PEDRO DO TURVO;UNICA;160
SÃO PEDRO;UNICA;785
SÃO PAULO;UNICA;324773
SÃO MIGUEL ARCANJO;UNICA;836
SÃO MANUEL;UNICA;1036
SÃO LUIZ DO PARAITINGA;UNICA;240
SÃO LOURENÇO DA SERRA;UNICA;369
SÃO JOSÉ DOS CAMPOS;UNICA;15954
SÃO JOSÉ DO RIO PRETO;UNICA;11551
SÃO JOSÉ DO RIO PARDO;UNICA;1256
SÃO JOSÉ DO BARREIRO;UNICA;88
SÃO JOSÉ DA BELA VISTA;UNICA;228
SÃO JOAQUIM DA BARRA;UNICA;1437
SÃO JOÃO DO PAU D'ALHO;UNICA;30
SÃO JOÃO DE IRACEMA;UNICA;35
SÃO JOÃO DAS DUAS PONTES;UNICA;60
SÃO JOÃO DA BOA VISTA;UNICA;2116
SÃO FRANCISCO;UNICA;43
SÃO CARLOS;UNICA;6784
SÃO CAETANO DO SUL;UNICA;3584
SÃO BERNARDO DO CAMPO;UNICA;21026
SÃO BENTO DO SAPUCAÍ;UNICA;239
SANTOS;UNICA;7965
SANTÓPOLIS DO AGUAPEÍ;UNICA;162
SANTO EXPEDITO;UNICA;60
SANTO ANTÔNIO DO PINHAL;UNICA;148
SANTO ANTÔNIO DO JARDIM;UNICA;192
SANTO ANTÔNIO DO ARACANGUÁ;UNICA;235
SANTO ANTÔNIO DE POSSE;UNICA;648
SANTO ANTÔNIO DA ALEGRIA;UNICA;155
SANTO ANDRÉ;UNICA;15772
SANTO ANASTÁCIO;UNICA;507
SANTANA DE PARNAÍBA;UNICA;3748
SANTANA DA PONTE PENSA;UNICA;32
SANTA SALETE;UNICA;30
SANTA ROSA DE VITERBO;UNICA;666
SANTA RITA DO PASSA QUATRO;UNICA;548
SANTA RITA D'OESTE;UNICA;58
SANTA MERCEDES;UNICA;53
SANTA MARIA DA SERRA;UNICA;173
SANTA LÚCIA;UNICA;239
SANTA ISABEL;UNICA;1152
SANTA GERTRUDES;UNICA;628
SANTA FÉ DO SUL;UNICA;702
SANTA ERNESTINA;UNICA;164
SANTA CRUZ DO RIO PARDO;UNICA;978
SANTA CRUZ DAS PALMEIRAS;UNICA;984
SANTA CRUZ DA ESPERANÇA;UNICA;40
SANTA CRUZ DA CONCEIÇÃO;UNICA;111
SANTA CLARA D'OESTE;UNICA;32
SANTA BRANCA;UNICA;349
SANTA BÁRBARA D'OESTE;UNICA;5364
SANTA ALBERTINA;UNICA;125
SANTA ADÉLIA;UNICA;423
SANDOVALINA;UNICA;79
SALTO GRANDE;UNICA;214
SALTO DE PIRAPORA;UNICA;1116
SALTO;UNICA;3112
SALTINHO;UNICA;262
SALMOURÃO;UNICA;131
SALESÓPOLIS;UNICA;459
SALES OLIVEIRA;UNICA;286
SALES;UNICA;145
SAGRES;UNICA;44
SABINO;UNICA;129
RUBINÉIA;UNICA;60
RUBIÁCEA;UNICA;49
ROSEIRA;UNICA;328
ROSANA;UNICA;372
RIVERSUL;UNICA;115
RIOLÂNDIA;UNICA;263
RIO GRANDE DA SERRA;UNICA;1301
RIO DAS PEDRAS;UNICA;973
RIO CLARO;UNICA;5018
RINÓPOLIS;UNICA;263
RINCÃO;UNICA;291
RIFAINA;UNICA;89
RIBEIRÃO PRETO;UNICA;18992
RIBEIRÃO PIRES;UNICA;3340
RIBEIRÃO GRANDE;UNICA;171
RIBEIRÃO DOS ÍNDIOS;UNICA;44
RIBEIRÃO DO SUL;UNICA;80
RIBEIRÃO CORRENTE;UNICA;132
RIBEIRÃO BRANCO;UNICA;376
RIBEIRÃO BONITO;UNICA;320
RIBEIRA;UNICA;58
RESTINGA;UNICA;168
REGISTRO;UNICA;1078
REGINÓPOLIS;UNICA;72
REGENTE FEIJÓ;UNICA;474
REDENÇÃO DA SERRA;UNICA;86
RANCHARIA;UNICA;706
RAFARD;UNICA;246
QUINTANA;UNICA;149
QUELUZ;UNICA;294
QUEIROZ;UNICA;85
QUATÁ;UNICA;340
QUADRA;UNICA;114
PROMISSÃO;UNICA;1055
PRESIDENTE VENCESLAU;UNICA;947
PRESIDENTE PRUDENTE;UNICA;5199
PRESIDENTE EPITÁCIO;UNICA;916
PRESIDENTE BERNARDES;UNICA;237
PRESIDENTE ALVES;UNICA;102
PRATÂNIA;UNICA;128
PRAIA GRANDE;UNICA;8147
PRADÓPOLIS;UNICA;682
PRACINHA;UNICA;10
POTIRENDABA;UNICA;480
POTIM;UNICA;513
PORTO FERREIRA;UNICA;1388
PORTO FELIZ;UNICA;1343
PORANGABA;UNICA;224
POPULINA;UNICA;84
PONTES GESTAL;UNICA;61
PONTALINDA;UNICA;107
PONTAL;UNICA;1600
PONGAÍ;UNICA;81
POMPÉIA;UNICA;533
POLONI;UNICA;152
POÁ;UNICA;2941
PLATINA;UNICA;77
PLANALTO;UNICA;130
PITANGUEIRAS;UNICA;1155
PIRATININGA;UNICA;340
PIRASSUNUNGA;UNICA;1709
PIRAPOZINHO;UNICA;563
PIRAPORA DO BOM JESUS;UNICA;444
PIRANGI;UNICA;269
PIRAJUÍ;UNICA;325
PIRAJU;UNICA;561
PIRACICABA;UNICA;10727
PIRACAIA;UNICA;696
PIQUETE;UNICA;335
PIQUEROBI;UNICA;54
PINHALZINHO;UNICA;401
PINDORAMA;UNICA;426
PINDAMONHANGABA;UNICA;4434
PILAR DO SUL;UNICA;681
PIEDADE;UNICA;1563
PIACATU;UNICA;132
PERUÍBE;UNICA;1348
PEREIRAS;UNICA;220
PEREIRA BARRETO;UNICA;576
PENÁPOLIS;UNICA;1322
PEDRO DE TOLEDO;UNICA;191
PEDRINHAS PAULISTA;UNICA;55
PEDREIRA;UNICA;1342
PEDREGULHO;UNICA;384
PEDRANÓPOLIS;UNICA;56
PEDRA BELA;UNICA;165
PEDERNEIRAS;UNICA;1202
PAULO DE FARIA;UNICA;185
PAULISTÂNIA;UNICA;38
PAULÍNIA;UNICA;2938
PAULICÉIA;UNICA;205
PATROCÍNIO PAULISTA;UNICA;326
PARISI;UNICA;45
PARIQUERA-AÇU;UNICA;379
PARDINHO;UNICA;154
PARAPUÃ;UNICA;235
PARANAPUÃ;UNICA;91
PARANAPANEMA;UNICA;520
PARAÍSO;UNICA;164
PARAIBUNA;UNICA;421
PARAGUAÇU PAULISTA;UNICA;1047
PANORAMA;UNICA;274
PALMITAL;UNICA;474
PALMEIRA D'OESTE;UNICA;193
PALMARES PAULISTA;UNICA;452
PALESTINA;UNICA;347
PACAEMBU;UNICA;291
OUROESTE;UNICA;259
OURO VERDE;UNICA;170
OURINHOS;UNICA;2116
OSVALDO CRUZ;UNICA;721
OSCAR BRESSANE;UNICA;46
OSASCO;UNICA;18645
ORLÂNDIA;UNICA;1137
ORINDIÚVA;UNICA;195
ORIENTE;UNICA;167
ONDA VERDE;UNICA;103
OLÍMPIA;UNICA;1383
ÓLEO;UNICA;54
OCAUÇU;UNICA;102
NUPORANGA;UNICA;171
NOVO HORIZONTE;UNICA;1043
NOVAIS;UNICA;142
NOVA ODESSA;UNICA;1776
NOVA LUZITÂNIA;UNICA;126
NOVA INDEPENDÊNCIA;UNICA;88
NOVA GUATAPORANGA;UNICA;35
NOVA GRANADA;UNICA;557
NOVA EUROPA;UNICA;299
NOVA CASTILHO;UNICA;20
NOVA CANAÃ PAULISTA;UNICA;25
NOVA CAMPINA;UNICA;226
NOVA ALIANÇA;UNICA;165
NIPOÃ;UNICA;155
NHANDEARA;UNICA;240
NEVES PAULISTA;UNICA;228
NAZARÉ PAULISTA;UNICA;457
NATIVIDADE DA SERRA;UNICA;148
NARANDIBA;UNICA;123
NANTES;UNICA;59
MURUTINGA DO SUL;UNICA;91
MOTUCA;UNICA;123
MORUNGABA;UNICA;353
MORRO AGUDO;UNICA;906
MONTEIRO LOBATO;UNICA;89
MONTE MOR;UNICA;1841
MONTE CASTELO;UNICA;88
MONTE AZUL PAULISTA;UNICA;338
MONTE APRAZÍVEL;UNICA;672
MONTE ALTO;UNICA;1160
MONTE ALEGRE DO SUL;UNICA;189
MONGAGUÁ;UNICA;1181
MONÇÕES;UNICA;50
MOMBUCA;UNICA;71
MOGI MIRIM;UNICA;2424
MOGI GUAÇU;UNICA;3989
MOGI DAS CRUZES;UNICA;10076
MOCOCA;UNICA;1662
MIRASSOLÂNDIA;UNICA;120
MIRASSOL;UNICA;1690
MIRANTE DO PARANAPANEMA;UNICA;361
MIRANDÓPOLIS;UNICA;525
MIRACATU;UNICA;404
MIRA ESTRELA;UNICA;53
MINEIROS DO TIETÊ;UNICA;310
MIGUELÓPOLIS;UNICA;631
MESÓPOLIS;UNICA;37
MERIDIANO;UNICA;90
MENDONÇA;UNICA;120
MAUÁ;UNICA;12836
MATÃO;UNICA;2231
MARTINÓPOLIS;UNICA;548
MARINÓPOLIS;UNICA;40
MARÍLIA;UNICA;4455
MARIÁPOLIS;UNICA;109
MARAPOAMA;UNICA;71
MARACAÍ;UNICA;283
MARABÁ PAULISTA;UNICA;59
MANDURI;UNICA;246
MAIRIPORÃ;UNICA;2423
MAIRINQUE;UNICA;1205
MAGDA;UNICA;65
MACEDÔNIA;UNICA;80
MACAUBAL;UNICA;206
MACATUBA;UNICA;437
LUTÉCIA;UNICA;55
LUPÉRCIO;UNICA;107
LUIZIÂNIA;UNICA;120
LUÍS ANTÔNIO;UNICA;438
LUCIANÓPOLIS;UNICA;44
LUCÉLIA;UNICA;583
LOUVEIRA;UNICA;1633
LOURDES;UNICA;47
LORENA;UNICA;2044
LINS;UNICA;1744
LINDÓIA;UNICA;224
LIMEIRA;UNICA;8509
LENÇÓIS PAULISTA;UNICA;1864
LEME;UNICA;2690
LAVRINHAS;UNICA;186
LAVÍNIA;UNICA;117
LARANJAL PAULISTA;UNICA;636
LAGOINHA;UNICA;88
JUQUITIBA;UNICA;711
JUQUIÁ;UNICA;395
JUNQUEIRÓPOLIS;UNICA;409
JUNDIAÍ;UNICA;11228
JUMIRIM;UNICA;98
JÚLIO MESQUITA;UNICA;118
JOSÉ BONIFÁCIO;UNICA;1011
JOÃO RAMALHO;UNICA;119
JOANÓPOLIS;UNICA;391
JERIQUARA;UNICA;71
JAÚ;UNICA;3653
JARINU;UNICA;874
JARDINÓPOLIS;UNICA;1174
JANDIRA;UNICA;3364
JAMBEIRO;UNICA;185
JALES;UNICA;946
JAGUARIÚNA;UNICA;1658
JACUPIRANGA;UNICA;379
JACI;UNICA;187
JACAREÍ;UNICA;5553
JABOTICABAL;UNICA;1766
JABORANDI;UNICA;163
ITUVERAVA;UNICA;1075
ITUPEVA;UNICA;1902
ITU;UNICA;5152
ITOBI;UNICA;204
ITIRAPUÃ;UNICA;162
ITIRAPINA;UNICA;406
ITATINGA;UNICA;528
ITATIBA;UNICA;3343
ITARIRI;UNICA;401
ITARARÉ;UNICA;1115
ITAQUAQUECETUBA;UNICA;9733
ITAPURA;UNICA;75
ITAPUÍ;UNICA;360
ITAPORANGA;UNICA;314
ITÁPOLIS;UNICA;1041
ITAPIRAPUÃ PAULISTA;UNICA;85
ITAPIRA;UNICA;1840
ITAPEVI;UNICA;6655
ITAPEVA;UNICA;2041
ITAPETININGA;UNICA;2946
ITAPECERICA DA SERRA;UNICA;4147
ITAOCA;UNICA;49
ITANHAÉM;UNICA;2131
ITAJU;UNICA;98
ITAJOBI;UNICA;360
ITAÍ;UNICA;689
ITABERÁ;UNICA;362
IRAPURU;UNICA;79
IRAPUÃ;UNICA;209
IRACEMÁPOLIS;UNICA;696
IPUÃ;UNICA;443
IPORANGA;UNICA;31
IPIGUÁ;UNICA;120
IPEÚNA;UNICA;179
IPERÓ;UNICA;980
IPAUSSU;UNICA;367
INÚBIA PAULISTA;UNICA;90
INDIAPORÃ;UNICA;82
INDIANA;UNICA;112
INDAIATUBA;UNICA;6873
ILHABELA;UNICA;860
ILHA SOLTEIRA;UNICA;502
ILHA COMPRIDA;UNICA;195
IGUAPE;UNICA;600
IGARATÁ;UNICA;215
IGARAPAVA;UNICA;768
IGARAÇU DO TIETÊ;UNICA;694
IEPÊ;UNICA;184
ICÉM;UNICA;235
IBIÚNA;UNICA;2091
IBITINGA;UNICA;1663
IBIRAREMA;UNICA;159
IBIRÁ;UNICA;341
IBATÉ;UNICA;1020
IARAS;UNICA;191
IACRI;UNICA;143
IACANGA;UNICA;362
HORTOLÂNDIA;UNICA;6739
HOLAMBRA;UNICA;413
HERCULÂNDIA;UNICA;226
GUZOLÂNDIA;UNICA;115
GUATAPARÁ;UNICA;210
GUARULHOS;UNICA;37356
GUARUJÁ;UNICA;8356
GUARIBA;UNICA;1159
GUAREÍ;UNICA;432
GUARATINGUETÁ;UNICA;3080
GUARAREMA;UNICA;848
GUARARAPES;UNICA;825
GUARANTÃ;UNICA;182
GUARANI D'OESTE;UNICA;30
GUARACI;UNICA;317
GUARAÇAÍ;UNICA;194
GUARÁ;UNICA;508
GUAPIARA;UNICA;392
GUAPIAÇU;UNICA;554
GUAÍRA;UNICA;1031
GUAIMBÊ;UNICA;130
GUAIÇARA;UNICA;319
GLICÉRIO;UNICA;125
GETULINA;UNICA;255
GENERAL SALGADO;UNICA;236
GAVIÃO PEIXOTO;UNICA;127
GASTÃO VIDIGAL;UNICA;151
GARÇA;UNICA;991
GÁLIA;UNICA;134
GABRIEL MONTEIRO;UNICA;62
FRANCO DA ROCHA;UNICA;6980
FRANCISCO MORATO;UNICA;4484
FRANCA;UNICA;8455
FLORÍNEA;UNICA;28
FLÓRIDA PAULISTA;UNICA;279
FLOREAL;UNICA;50
FLORA RICA;UNICA;19
FERRAZ DE VASCONCELOS;UNICA;5248
FERNÃO;UNICA;30
FERNANDÓPOLIS;UNICA;1481
FERNANDO PRESTES;UNICA;125
FARTURA;UNICA;371
EUCLIDES DA CUNHA PAULISTA;UNICA;202
ESTRELA DO NORTE;UNICA;48
ESTRELA D'OESTE;UNICA;207
ESTIVA GERBI;UNICA;319
ESPÍRITO SANTO DO TURVO;UNICA;105
ESPÍRITO SANTO DO PINHAL;UNICA;1005
ENGENHEIRO COELHO;UNICA;632
EMILIANÓPOLIS;UNICA;70
EMBU-GUAÇU;UNICA;1400
EMBU DAS ARTES;UNICA;7181
EMBAÚBA;UNICA;60
ELISIÁRIO;UNICA;100
ELIAS FAUSTO;UNICA;540
ELDORADO;UNICA;173
ECHAPORÃ;UNICA;126
DUMONT;UNICA;288
DUARTINA;UNICA;291
DRACENA;UNICA;848
DOURADO;UNICA;215
DOLCINÓPOLIS;UNICA;54
DOIS CÓRREGOS;UNICA;682
DOBRADA;UNICA;296
DIVINOLÂNDIA;UNICA;227
DIRCE REIS;UNICA;18
DIADEMA;UNICA;10658
DESCALVADO;UNICA;872
CUNHA;UNICA;480
CUBATÃO;UNICA;3242
CRUZEIRO;UNICA;2060
CRUZÁLIA;UNICA;32
CRISTAIS PAULISTA;UNICA;215
CRAVINHOS;UNICA;952
COTIA;UNICA;6017
COSMORAMA;UNICA;175
COSMÓPOLIS;UNICA;2061
CORUMBATAÍ;UNICA;87
CORONEL MACEDO;UNICA;103
COROADOS;UNICA;147
CORDEIRÓPOLIS;UNICA;670
CONCHAS;UNICA;378
CONCHAL;UNICA;723
COLÔMBIA;UNICA;160
COLINA;UNICA;464
CLEMENTINA;UNICA;264
CHAVANTES;UNICA;315
CHARQUEADA;UNICA;489
CESÁRIO LANGE;UNICA;500
CERQUILHO;UNICA;1340
CERQUEIRA CÉSAR;UNICA;400
CEDRAL;UNICA;214
CATIGUÁ;UNICA;188
CATANDUVA;UNICA;2860
CASTILHO;UNICA;547
CÁSSIA DOS COQUEIROS;UNICA;52
CASA BRANCA;UNICA;770
CARDOSO;UNICA;267
CARAPICUÍBA;UNICA;10634
CARAGUATATUBA;UNICA;2865
CAPIVARI;UNICA;1467
CAPELA DO ALTO;UNICA;560
CAPÃO BONITO;UNICA;1042
CANITAR;UNICA;141
CÂNDIDO RODRIGUES;UNICA;56
CÂNDIDO MOTA;UNICA;644
CANAS;UNICA;130
CANANÉIA;UNICA;251
CAMPOS NOVOS PAULISTA;UNICA;110
CAMPOS DO JORDÃO;UNICA;1306
CAMPO LIMPO PAULISTA;UNICA;2258
CAMPINAS;UNICA;30834
CAMPINA DO MONTE ALEGRE;UNICA;128
CAJURU;UNICA;574
CAJOBI;UNICA;272
CAJATI;UNICA;704
CAJAMAR;UNICA;2331
CAIUÁ;UNICA;62
CAIEIRAS;UNICA;2828
CAIABU;UNICA;58
CAFELÂNDIA;UNICA;414
CACONDE;UNICA;394
CACHOEIRA PAULISTA;UNICA;852
CAÇAPAVA;UNICA;2410
CABREÚVA;UNICA;1435
CABRÁLIA PAULISTA;UNICA;102
BURITIZAL;UNICA;97
BURITAMA;UNICA;440
BURI;UNICA;472
BROTAS;UNICA;610
BRODOWSKI;UNICA;652
BREJO ALEGRE;UNICA;72
BRAÚNA;UNICA;139
BRAGANÇA PAULISTA;UNICA;4656
BOREBI;UNICA;50
BORBOREMA;UNICA;401
BORACÉIA;UNICA;103
BORÁ;UNICA;10
BOM SUCESSO DE ITARARÉ;UNICA;77
BOM JESUS DOS PERDÕES;UNICA;710
BOITUVA;UNICA;1755
BOFETE;UNICA;292
BOCAINA;UNICA;313
BOA ESPERANÇA DO SUL;UNICA;417
BIRITIBA MIRIM;UNICA;857
BIRIGUI;UNICA;3522
BILAC;UNICA;199
BERTIOGA;UNICA;1816
BERNARDINO DE CAMPOS;UNICA;204
BENTO DE ABREU;UNICA;72
BEBEDOURO;UNICA;1639
BAURU;UNICA;8517
BATATAIS;UNICA;1404
BASTOS;UNICA;476
BARUERI;UNICA;6232
BARRINHA;UNICA;883
BARRETOS;UNICA;2711
BARRA DO TURVO;UNICA;95
BARRA DO CHAPÉU;UNICA;115
BARRA BONITA;UNICA;980
BARIRI;UNICA;829
BARBOSA;UNICA;115
BARÃO DE ANTONINA;UNICA;45
BANANAL;UNICA;262
BÁLSAMO;UNICA;200
BALBINOS;UNICA;52
BADY BASSITT;UNICA;400
AVARÉ;UNICA;2117
AVANHANDAVA;UNICA;225
AVAÍ;UNICA;40
AURIFLAMA;UNICA;351
ATIBAIA;UNICA;3531
ASSIS;UNICA;2146
ASPÁSIA;UNICA;15
ARUJÁ;UNICA;2309
ARTUR NOGUEIRA;UNICA;1508
ARIRANHA;UNICA;258
AREIÓPOLIS;UNICA;311
AREIAS;UNICA;71
AREALVA;UNICA;194
ARCO-ÍRIS;UNICA;30
ARARAS;UNICA;3812
ARARAQUARA;UNICA;6064
ARAPEÍ;UNICA;59
ARANDU;UNICA;150
ARAMINA;UNICA;134
ARAÇOIABA DA SERRA;UNICA;816
ARAÇATUBA;UNICA;4809
ARAÇARIGUAMA;UNICA;587
APIAÍ;UNICA;515
APARECIDA D'OESTE;UNICA;78
APARECIDA;UNICA;927
ANHUMAS;UNICA;83
ANHEMBI;UNICA;148
ANGATUBA;UNICA;477
ANDRADINA;UNICA;1294
ANALÂNDIA;UNICA;120
AMPARO;UNICA;1758
AMÉRICO DE CAMPOS;UNICA;125
AMÉRICO BRASILIENSE;UNICA;1088
AMERICANA;UNICA;6210
ALVINLÂNDIA;UNICA;68
ÁLVARO DE CARVALHO;UNICA;107
ÁLVARES MACHADO;UNICA;600
ÁLVARES FLORENCE;UNICA;80
ALUMÍNIO;UNICA;508
ALTO ALEGRE;UNICA;100
ALTINÓPOLIS;UNICA;384
ALTAIR;UNICA;115
ALFREDO MARCONDES;UNICA;83
ALAMBARI;UNICA;171
AGUDOS;UNICA;873
ÁGUAS DE SÃO PEDRO;UNICA;58
ÁGUAS DE SANTA BÁRBARA;UNICA;136
ÁGUAS DE LINDÓIA;UNICA;463
ÁGUAS DA PRATA;UNICA;193
AGUAÍ;UNICA;1042
ADOLFO;UNICA;77
ADAMANTINA;UNICA;878
ZACARIAS;3º DOSE;24
VOTUPORANGA;3º DOSE;3517
VOTORANTIM;3º DOSE;1974
VITÓRIA BRASIL;3º DOSE;21
VISTA ALEGRE DO ALTO;3º DOSE;266
VIRADOURO;3º DOSE;399
VINHEDO;3º DOSE;1106
VERA CRUZ;3º DOSE;327
VÁRZEA PAULISTA;3º DOSE;835
VARGEM GRANDE PAULISTA;3º DOSE;729
VARGEM GRANDE DO SUL;3º DOSE;1912
VARGEM;3º DOSE;351
VALPARAÍSO;3º DOSE;508
VALINHOS;3º DOSE;3630
VALENTIM GENTIL;3º DOSE;299
URUPÊS;3º DOSE;500
URU;3º DOSE;89
URÂNIA;3º DOSE;441
UNIÃO PAULISTA;3º DOSE;64
UCHOA;3º DOSE;416
UBIRAJARA;3º DOSE;127
UBATUBA;3º DOSE;1097
UBARANA;3º DOSE;143
TURMALINA;3º DOSE;181
TURIÚBA;3º DOSE;77
TUPI PAULISTA;3º DOSE;660
TUPÃ;3º DOSE;2873
TUIUTI;3º DOSE;131
TRÊS FRONTEIRAS;3º DOSE;306
TREMEMBÉ;3º DOSE;1510
TRABIJU;3º DOSE;54
TORRINHA;3º DOSE;342
TORRE DE PEDRA;3º DOSE;103
TIMBURI;3º DOSE;171
TIETÊ;3º DOSE;925
TERRA ROXA;3º DOSE;296
TEODORO SAMPAIO;3º DOSE;260
TEJUPÁ;3º DOSE;55
TAUBATÉ;3º DOSE;4556
TATUÍ;3º DOSE;1413
TARUMÃ;3º DOSE;386
TARABAI;3º DOSE;204
TAQUARIVAÍ;3º DOSE;18
TAQUARITUBA;3º DOSE;632
TAQUARITINGA;3º DOSE;2038
TAQUARAL;3º DOSE;53
TAPIRATIBA;3º DOSE;225
TAPIRAÍ;3º DOSE;169
TANABI;3º DOSE;1083
TAMBAÚ;3º DOSE;580
TAIÚVA;3º DOSE;326
TAIAÇU;3º DOSE;356
TAGUAÍ;3º DOSE;305
TACIBA;3º DOSE;101
TABOÃO DA SERRA;3º DOSE;4581
TABATINGA;3º DOSE;367
TABAPUÃ;3º DOSE;615
SUZANO;3º DOSE;3873
SUZANÁPOLIS;3º DOSE;83
SUMARÉ;3º DOSE;2659
SUD MENNUCCI;3º DOSE;366
SOROCABA;3º DOSE;5370
